,page_id,region_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_x3,bbox_y3,bbox_x4,bbox_y4,region_text,wayang_type,article_genre,event_city
10,UM-1956-01-16-7,6705,2705.0,4724.0,3450.0,4724.0,3450.0,8142.0,2705.0,8142.0,"اداله دفهمکن بهوا فلية رسبوة مونکين اکن دديريکن رهمفيران دڠن فڤݢوڠ وايڠ ݢمبر اوديون، باتو رود” دڠن اکن بلنجا کيرا٢ ساتو جوت ڠݢية منتري فرومهن، أ. سليمان بن بدالرحمن، دفهمکن تله ممبري باهو مجلس مشوارة ميو نيسيفل کوالا لمفور تنتڠ رنچاڠن رسبوة دان منتا مجلس ايت ڠکاجيڽ. دالم مشوارة خاصڽ کلمارين مجلس اين له فون ميتوجوءيڽ. اي جوݢ له ملولسکن تيݢ لاݢي رنچاڠن فرومهن انتوق مڠاتسي ککوراڠن ومه دان مڠهافوسکن کاواسن٢ سق دالم بندر اين. مڠسا٢ کبکارن ݢومبق لين کن برفلواڠ مندافة رومه٢ اين رنچاڠن ترسبوة اکن دکلولاکن وله هأوسيڠ ترباسة دڠن فينجامن راڠ دري کراجأن فرسکتوان تيݢ رنچاڠن فرومهن تتف يڠ لولسکن اوله مجلس مشوارة ميو نيسيفل ايت اکن مماکن بلنجا کيرا٢ 4675,000. دکمفوڠ بارو اولو کلڠ” 100 يو نيه رومه يڠ مماکن بلنجا 8350,006 اکن ددبرايکن جوݢ اوله هأوسيڠ تراسة. هرݢ فاليڠ تيڠݢي اکي تيف٢ سا تو رومه بابا 4 3.50 يڠ د باير 35ه سبوان داير فانس، ستافق، 50 بو نبا رومه اکن دديريکن يڠ تيف٢ سبواه برهرک 4,000“ د باير 840 سبولن دا توء کرامة (دولوڽ دکنل سباݢي مفوڠ تڠݢ چينا) اکن دديريکن اݢي 50 بواه رومه بنتوق ملا يو يف٢ رومه اکن دجوال دڠن مرک 22,506 دان بوله د باير سبا ڽق 125",film,other,
11,UM-1956-01-19-4,7965,2232.0,7784.0,3701.0,7784.0,3701.0,8207.0,2232.0,8207.0,نتوان کيرا٢ (ستڠه باتو ساج). داتڠ کسکوله ايت. - سيد عثمان اوله کران کاواسن کمفوڠ بن علي، فݢاوي فنراڠن، باݢي فيهق فڠاره، جباتن فنرااڠن نجاي اين تيدق براف لواس انتوق تمفة منايڠکن وايڠ فرسکتوان تانه ملايو,film,other,
12,UM-1956-01-19-4,7979,694.0,6375.0,3703.0,6375.0,3703.0,7812.0,694.0,7812.0,"لبه کورڠ 3,000 اورڠ يڠ او توسن ملايو کلوارن 27 ݢمبر، مک فجابة فنراڠن تله هندقڽ مڽوکڠ تنتوتن٢ کامي منجادي فندودق مرات٢ دسيمبر تاهون 1955 درواڠن مميليه تمفة دسکوله ملايو يت. - دري رعية انتوق کمفوڠ دالم دأيره نݢري رعية، قدح منتوان. سکوله اين سنڠ ددا تڠي اد مڽيارکن منبر اورڠرامي کلنتن اين دفندڠ سباݢي فواق اوله فندودق٢ کمفوڠ ه بهوا فندودق٢ چابڠ امفة“ يڠ رنده- ساي يڠ طاعة، سيد انتوق وا يڠ. منو نتون ينجاي، کلنتن برهارفکن کچيک بن سيد دأود القدري. بايران اوفاهن بنوم دتريما اݢي فول فندودق٢ کمفوڠ سفاي فجابة فنراڠن منايڠکن  ياس داتڠ کسيتو، ݢتيک اد سبلوم ترتوبهڽ لوکل وا يڠ ݢمبر دتمفة مريک  فرتنجوقئن٢ وايڠ ݢمبر. کأو نسل دسوڠي رمبي، مرليمو ناريي سودارا دسيني ساي سباݢي فݢاوي دڠن کتراڠن اين دافتله ملاک، مك کمفوڠ اين ميمڠ سوده فنراڠن باݢي فيهق فڠارم سياف يڠ تأو دمان اداڽ سدياماجو. فارية٢ يڠ د برسيهکن فنوليس ايت ممهمکن بهوا جباتن فنراڠن فرسکتوان تانه سودارا ساي برنام عبدالرحمن دکمفوڠ ايت اياله دڠن بايران سڠݢهفون دکمفوڠ بينجاي تيدق ملايو ايڠين منرڠکن بهوا بن حاج يوسف، يڠ تله برفيسه رنه دتايڠکن وايڠ ݢمبر اوله کراجأن يڠ داوسهاکن اوله کمفوڠ بينجاي ايت لتقڽ تيدق فجابة فنراڠن، تتافي نمفقڽ دڠن ساي سجق تاهون 1945 فندودق کمفوڠ ملالوءي داتوء راف جاوه دري سکوله ملايو فندودق٢. کمفوڠ تيدق کبراتن مارفله برهوبڠ دڠن ساي ففهولو. تتافي انيهڽ سمفي",film,live_event,
13,UM-1956-01-19-6,8101,3854.0,6319.0,4593.0,6319.0,4593.0,7436.0,3854.0,7436.0,"فرتنجوقئن وايڠݢمبر قوم ايبو دان امنو چواڠن “اکن کمڤوڠ ملايو، سيڠافور .فيلم مڠادکن ڤي تنچوقين هندو ستان برنام ,رديدو“ دفڤݢوڠ بنترال ثياتر، جألن يونس کمڤوڠ ملايو فد جم 7 دان انتوق O.15 فد مالم اين کبجيکن مڠو تيف درها بوم ايبو دان امنو چواڠن کمفوڠ ملايو. تيکية٢ بوله دافة",film,live_event,Singapore
14,UM-1956-01-20-5,8607,2531.0,7602.0,3251.0,7602.0,3251.0,8067.0,2531.0,8067.0,. عمر مندسق سفاي او ندڠ٢ خاص ايت دادکن دڠن سݢرا ليو جوݢ مڽرو سفاي فڠواس٢ ڠݢوڠ وايڠ تورة ممبريکن,stage_performance,other,
15,UM-1956-01-20-5,8609,2527.0,6834.0,4016.0,6834.0,4016.0,7498.0,2527.0,7498.0,کاونسلر منتاأ فنجوالن تيکية٢ رايڠ کمبر فاسر کلف دهافو سکن لور ستار 19 جنواري - أ. عمر ايس. محمد، ددالم مجلس شوارة تأون کأو نسل الور ستار سمالم، تله مننتوة سفاي فيهق يڠ رکنأن مڠمبيل لڠکه مڠهنتيکن فنجوالن٢ تيکية٢ وايڠ ݢمبر چارا فاسر ݢلف د يڠ سدڠ برللواس“ دفڠݢوڠ٢ وايڠ کمبر,film,live_event,Alor Setar
16,UM-1956-01-22-6,9750,3116.0,4436.0,3833.0,4436.0,3833.0,5663.0,3116.0,5663.0,مسيحي 1511 - 1458) مئورة ررسجاره ملايو، چيتقين کتيݢ (تاهون 1948) هڠ تواه منيڠݢل دنيا دملاک سوقت دالم فمرنتاهن سلطان محمود شاه دان دمقامکن تنجوڠ کليڠ رودڠن سفنوه٢ عادة دانݢراه“ دان تيݢ هاري ݢندا (سلطان محمود) تيدق بوبة سلما اين چريتا مڠ تواه سلالو دتنجوقکن اوله وايڠ٢ بڠساون ملايو، سنديوارا٢ دان,stage_performance,other,
17,UM-1956-01-22-7,9824,4046.0,1655.0,4790.0,1655.0,4790.0,5652.0,4046.0,5652.0,"فصل فڠݢوڠ وايڠ ݢمبر: اف لتق جواتن توان يافڠفيڠ ݢيق، اهل جلس بندر رامي سيڠافورا يڠ لنتيق، فاݢي سمالم تله مڠهنتر سورة فمبرهنتينڽ درفد مجلس ت سورة ترسبوة تله دهنترڽ کفد فريسيدنة مجلس بندر راي وان جي. تي. ري دان اکن سمفيکن فول کفد ݢبنور سر وبرة بليق کمدين کلق سباݢي اهل يڠ دلنتيق29 ݢبنور مفو ڽأي کواس فنوه“ا تس فرلتقئن جواتن ايت. دياله يڠ اکن ملولسکن تو منولق فمبرهنتين توان ياف ايت توان ياف تله مڠمبيل تيندقين ترسبوة برا يکوتن دڠن کفو تسن مجلس ندو راي مالم سمالم يڠ تله نولق اوسولڽ برکنأن فند يرين فڠݢوڠ وايڠ دکاتوڠ بليو مڽتاکن بهوا دي تيدق رلالو ممندڠ برة اتس سوأل فڠݢوڠ وايڠ دکا توڠ ايت، تتافي ,,ساي مأو سفاي داسرمجلس اين دفرتاهنکن“ دفرنتهکن باير نوڤه امفة اورڠ انقڽ عبدا لحميد بن غفار، بکرج بي. او. دي. سيڠافورا تله دفرنته ممباير نفقه امفة اورڠ نقڽ سباڽق 860 سبولن کفد جنداڽ مريم بنت حاج فيچي يڠ ندعوا دمحکمه يڠ کأنم سيڠافورا کلمارين حميد تله دفرنته جوݢ باير نفقه کبلاکڠن انقڽ٢ ايت سباڽق 8360 کفد مريم يڠ تله چرا يکن اوليهڽ فد بولن جون اهون لالو. برکنأن دڠن ايران نفقه کبلاکڠن ايت دي بله دبنرکن ممبايرڽ دڠن را نسور٢ يأيت 315 سبولن",film,other,
18,UM-1956-01-24-5,10629,3239.0,2854.0,3971.0,2854.0,3971.0,3740.0,3239.0,3740.0,"فرتنديڠن ترسبوة دا نجورکن وله توان ايچ. عيم. شاه سئورڠ فمباوا ماسوق فيلم٢ لوار نݢري بليو بارو٢ اين تله ممباوا اسوق سبواه فيلم مصر برنام بلال، توکڠ بڠ رسول الله“ فيلم رسبوة تله د,ددا بيڠکن“ کدالم هاس ملايو دان اکن دتايڠکن دفڤݢوڠ وايڠ فرسکتوان دان",film,live_event,
19,UM-1956-01-25-4,11010,56.0,7644.0,1399.0,7644.0,1399.0,7934.0,56.0,7934.0,فرهاتين اتس بنتاهن فمبوکأن فنايڠن وايڠ ݢمبر ايت د تامن هيبوران يڠ اکن دوا تيݢ کالي سبولن منيمبولکن برباݢي٢ کبوروقئن بيرو، کمفوڠ کوانتن,film,live_event,Kuantan
20,UM-1956-01-25-4,11014,40.0,7065.0,3691.0,7065.0,3691.0,7541.0,40.0,7541.0,فيهق کتوا٢ کمفوڠ يڠ بافيس بن قادير في. او. نيلاي ڠ دسبوتکن دأتس. اوله براوتوس سورة. - برکاوي فرهاتين. - درعم“ عم، کوالا دافة کابر تنتڠ فنايڠن وايڠ فارية بارو، سابق برنم، سلاڠور نݢري سمبيلن. کلاوڠ، جلبو، نݢري سمبيلن. يت کماتين مريک ددالم يت، بريله تأو دان هي   کفد فندودق٢ کمفوڠ منتري حميد چومة دمنتا فرهاتينڽ برکناءن تامن هيبوران کيلڠ سراي مواسکنماتي مريدن,film,live_event,Kuala Lumpur
21,UM-1956-01-25-4,11024,32.0,4505.0,2980.0,4505.0,2980.0,6883.0,32.0,6883.0,"نتا هرک کته کفد فيهق يڠ برکنأن. شهيد، يڠ اوله ايت کفد سکلين کران مريک برفندافت دمکين واجبله دمندي دان دررانيو ملايا ددأيره مرسيڠ فندودق٢ کچيل ولو فون سوده دسمبهيڠکن. دفرايڠتکن بهوا سݢل را يوان٢ راديو ملايا سيڠافورا اداله برخدمة هڠݢ 30 مڠيلقکن سفاي انتوق بوليهله منروسي علامة ترسبوةن- لبه٢ لاݢي باݢي ݢورو دمنتا سفاي مڽيارکن هرݢ٢ جاڠن ترجادي ساله فهم کفد ستيأوسها امنو بهاݢين مرسيڠ، ݢته ددالم سيارنڽ ستيف مڠاجر دسکوله ة جالن کمفوڠ مرتيڠ کانن، هاري سديڽ دري ماي ميطو بوفوله٢ يو ايڠ اورڠرامي، مک ايلوقله فجابة ݢام يڠ مولا٢ مڠاشتهارکن مرسيڠ، جوهر. نتوق دکتهوي اوله فمبلي ترفقسا مڠلوارکن تمبڠ فوتسن ايت ممبري فنجلاسن ݢته بڠسا ملايو يڠ برليسين. 420 دان 30ة سبولن. - رکنأن ماتي شهيد ايت تراو تام الرمبوي، نݢري سمبيلن کالو دافة هندقله سيارن هرݢ کالي بݢيمانکه يڠ دکتاکن کيريم سورة ݢته ايت دادکن دوا کالي "",شهيد المعرکة“’.- کتوا کمفوڠ   لنجا 3 رڠݢية هيبههدن يأيت سبله سياڠ ت سکالي إدان و بهيرڠ اولو، فيرق سبله مالم سکالي. بيارله هرݢاڽ کامي فندودق٢ فارية بارو فندودق٢ کمفوڠ کو سروف دڠن هرݢ تياوکن اوڠد ديوان فرنيکڽ منتا داله مڠوچفکن سوڠي لڠ، سابق برنم، سلاڠور  ف تريمکاسيه اتس کون کامي ايبو باف فندودق٢ اداله مراس بڠݢا کالو سکيراڽ ݢته چينا. - فمبلي ݢته يڠ فجابة فرهو بڠن راي مقيم فرادوڠ دان فتاسيه جلبو، دافة کراجأن مڠادکن سبواه و برليسين. سودي منايڠکن وايڠ کمب فݢري سمبيلن برهارف ساڠة فوستل ايجينسي دسيني مالم 16 جنواري يڠ لبه کورڠ 10,000 اورڠ سفاي فيهق منيجر بس جلبو کمباليکن ليسة خيرات د تمفة کامي. دافة مڠادکن سبواه بس خاص فندودق٢ دسيني يڠت رفقسا تتافي دسمفيڠ ايت کفد سکلين قوم مسلمين يڠ نتوق ممباوا انق٢ کامي مڠيريم سورة دان رجيستر مڽتاکن دوکچيت کران ف تله ممݢڠ ليسة خيرات مسجد راولڠ اليك کسکوله. کهوتن ملينتڠ دڠن منايککي باتو 16 سفڠ رود، في. او. وايڠ ݢمبر ايت تيدق دبر موتور بوة. کامي ترفقس فد ماس اين انق٢ کامي نيلاي، نݢري سمبيلن اداله لبه دولو دان باڽق فندو کسکوله سلالو ترلمبة دان اد مڠلوارکن بلنجا سباڽق تيݢ کالاڽ مريد٢ درجه سوده رڠݢية انتوق تمبڠ فرݢي باليک دمنتا سفاي مڠمباليکن کفد کمفوڠ يڠ تيڠݢل جاوه",film,other,
22,UM-1956-01-25-4,11040,2220.0,3478.0,3874.0,3478.0,3874.0,3863.0,2220.0,3863.0,کامي برهارف سفاي بليو وايڠ ݢمبر دتمفة کامي. سلما نتوق اين تيدق فرنه سکالي فون داوة مڠوروسکن هاڽ مڠمباليکن سموا واڠ فجابة فنراڠن داتڠ منايڠکن ساج. فروبيدنة فند کامي ايت. - وايڠ ݢمبرڽ دتمفة کامي. -,film,other,
23,UM-1956-01-25-4,11044,2233.0,1698.0,3721.0,1698.0,3721.0,3475.0,2233.0,3475.0,"انتوق ممواسکن هاوا نفسو سمات٢ ارڠکاليي دسيني ساي برهارف سفاي . عزيز لوڤه فݢاوي٢ اݢامي دنݢري لاين منچنتوهي تيندقئن يڠ دجالنکن کامي بکس اڠݢوت فاسوقکن وله فݢاوي اݢام کلنتن سفاي کسلامتن سدڠ برتوڠݢو٢ اف يلاڠن فلاچور٢ برکوراڠن.- يڠ تله دجنجيکن دولو اوله بکس فلاچور، کلنتن. ڠ برحرمةأ. عبدا لعز يز اسحاق"" منتري فرتانين دان تنامن فرسکتوان تانه ملايو، هندق وايڠ ماهوي مڠوروسکن سفاي واڠ فرو بيدنة فجابة فنراڠن فند کامي دافة دکمباليکن سمولا فندودق٢ کمفوڠ اڠݢور کامي کواتير کالو٢ بليو سأوق، کوالا کڠسر، فيرق ترلوف انتوق مڠوروسکنڽ. اوله کران کامي سباݢي رعية ملالوءي رواڠن اوتوسن ملايو يڠ هيدوفڽ مسکين دان سوأل ين اداله مرايو کفد فݢاوي٢ فجابة فنراڠن فيرق سفاي واڠ اداله ساڠة فرلو انتوق کهيدوفن کامي سهاري٢، مك سودي کيراڽ داتڠ مننجوقکن",other_or_undetermined,other,
